rank,name,mint_price,psa10_price,diff,url
21,ミミッキュ [289/SM-P],800000,2840000,2040000,https://pokeca-chart.com/289-sm-p
86,リザードンEX [276/XY-P],745000,1300000,555000,https://pokeca-chart.com/276-xy-p
78,ピカチュウ [CP3 010/032],398000,795000,397000,https://pokeca-chart.com/cp3-010-032
62,ゲンガー&ミミッキュGX [SM9 103/095],209999,560000,350001,https://pokeca-chart.com/sm9-103-095
69,メガリザードンXex [M2 116/080],250100,585000,334900,https://pokeca-chart.com/m2-116-080
1,ピカチュウ&ゼクロムGX [SM9 101/095],317500,630000,312500,https://pokeca-chart.com/sm9-101-095
14,ギラティナV [s11 111/100],198000,339500,141500,https://pokeca-chart.com/s11-111-100
75,ビクティニ [288/SV-P],118200,230000,111800,https://pokeca-chart.com/288-sv-p
3,エリカのおもてなし [SM12a 190/173],79800,188667,108867,https://pokeca-chart.com/sm12a-190-173
93,ルギアV [s12 110/098],129500,215000,85500,https://pokeca-chart.com/s12-110-098
100,ピカチュウ(マスターボールミラー) [SV2a 025/165],75000,149650,74650,https://pokeca-chart.com/sv2a-025-165
71,メガリザードンXex [M2 110/080],133333,207746,74413,https://pokeca-chart.com/m2-110-080
38,ミュウ [S8a 030/028],34000,107000,73000,https://pokeca-chart.com/s8a-030-028
80,ヒロシマのピカチュウ [261/SV-P],21800,86000,64200,https://pokeca-chart.com/261-sv-p
34,ピカチュウ [S12a 205/172],50000,104500,54500,https://pokeca-chart.com/s12a-205-172
39,カイリューV [S7R 074/067],64999,117700,52701,https://pokeca-chart.com/s7r-074-067
23,エリカのモンジャラ [MC 743/742],16900,65800,48900,https://pokeca-chart.com/mc-743-742
57,リザードンex [SV4a 349/190],40000,86000,46000,https://pokeca-chart.com/sv4a-349-190
99,ブラッキーV [S6a 085/069],62333,105000,42667,https://pokeca-chart.com/s6a-085-069
67,ピカチュウ [208/S-P],22999,64860,41861,https://pokeca-chart.com/208-s-p
37,ピカチュウ [SM11b 054/049],33333,74000,40667,https://pokeca-chart.com/sm11b-054-049
40,レシラム&ゼクロムGX [SM11b 064/049],34000,68514,34514,https://pokeca-chart.com/sm11b-064-049
96,ミモザ [SV1V 105/078],11780,43412,31632,https://pokeca-chart.com/sv1v-105-078
10,リーフィアGX [SM8b 206/150],9999,38595,28596,https://pokeca-chart.com/sm8b-206-150
65,エーフィV [S6a 081/069],22222,50500,28278,https://pokeca-chart.com/s6a-081-069
5,ギラティナVSTAR [S12a 261/172],34000,58400,24400,https://pokeca-chart.com/s12a-261-172
8,リザードンVMAX [S4a 308/190],29999,54000,24001,https://pokeca-chart.com/s4a-308-190
79,サンダーex [SV2a 204/165],15500,39448,23948,https://pokeca-chart.com/sv2a-204-165
53,フシギバナex [SV2a 200/165],19799,43591,23792,https://pokeca-chart.com/sv2a-200-165
32,カヒリ [SM7a 065/060],6000,28500,22500,https://pokeca-chart.com/sm7a-065-060
50,ブラッキー [067/SV-P],23222,44000,20778,https://pokeca-chart.com/067-sv-p
59,マツバの確信 [SV5K 097/071],6500,26900,20400,https://pokeca-chart.com/sv5k-097-071
55,ダークライVSTAR [S12a 228/172],7150,27128,19978,https://pokeca-chart.com/s12a-228-172
98,リーリエのピッピex [sv9 126/100],26666,45944,19278,https://pokeca-chart.com/sv9-126-100
90,エリカの招待(マスターボールミラー) [SV2a 161/165],6000,24999,18999,https://pokeca-chart.com/sv2a-161-165
82,リザードンV [S12a 211/172],6821,25500,18679,https://pokeca-chart.com/s12a-211-172
73,オリジンディアルガV [S10D 075/067],7300,25500,18200,https://pokeca-chart.com/s10d-075-067
43,メガフラエッテex [M4 115/083],1851,19800,17949,https://pokeca-chart.com/m4-115-083
88,ミミッキュVMAX [S8b 234/184],6666,23975,17309,https://pokeca-chart.com/s8b-234-184
77,ミミッキュ [SV4a 341/190],2399,19500,17101,https://pokeca-chart.com/sv4a-341-190
12,サザレ [SV5a 092/066],10066,26999,16933,https://pokeca-chart.com/sv5a-092-066
45,セレナ [S11A 081/068],9500,25200,15700,https://pokeca-chart.com/s11a-081-068
41,ゼラオラV [S6K 074/070],13899,29500,15601,https://pokeca-chart.com/s6k-074-070
9,かがやくカメックス [s10b 018/071],1444,16999,15555,https://pokeca-chart.com/s10b-018-071
17,オリジンパルキアVSTAR [S12a 259/172],10306,25678,15372,https://pokeca-chart.com/s12a-259-172
47,グルーシャ [SV2P 095/071],3800,18640,14840,https://pokeca-chart.com/sv2p-095-071
94,メガサーナイトex [M1S 087/063],16500,30414,13914,https://pokeca-chart.com/m1s-087-063
18,サカキの追放 [SM10 105/095],1500,15300,13800,https://pokeca-chart.com/sm10-105-095
26,ミライドンex [SV1V 106/078],1880,12222,10342,https://pokeca-chart.com/sv1v-106-078
84,リーフィア(マスターボールミラー) [sv8a 002/187],3499,12333,8834,https://pokeca-chart.com/sv8a-002-187
49,ヒスイゾロアークVSTAR [S12a 234/172],3166,11800,8634,https://pokeca-chart.com/s12a-234-172
61,ネオラントV [S12a 216/172],1600,8500,6900,https://pokeca-chart.com/s12a-216-172
20,テツノカシラex [SV5M 094/071],2950,9500,6550,https://pokeca-chart.com/sv5m-094-071
56,暗号マニアの解読 [SV5M 090/071],1576,7750,6174,https://pokeca-chart.com/sv5m-090-071
15,ジャローダex [sv11B 167/086],3422,9000,5578,https://pokeca-chart.com/sv11b-167-086
6,かいじゅうマニア [SM10b 061/054],1800,5999,4199,https://pokeca-chart.com/sm10b-061-054
