rank,name,mint_price,psa10_price,diff,url
73,ピカチュウex [MC 764/742],343750,616578,272828,https://pokeca-chart.com/mc-764-742
13,ピカチュウV [s8a-G 001/015],127777,284500,156723,https://pokeca-chart.com/s8a-g-001-015
28,リザードン&テールナーGX [SM11a 068/064],57500,146771,89271,https://pokeca-chart.com/sm11a-068-064
76,リザードンex [SV2a 201/165],75000,138900,63900,https://pokeca-chart.com/sv2a-201-165
69,ミュウex [SV2a 205/165],50000,108650,58650,https://pokeca-chart.com/sv2a-205-165
49,カスミのおねがい [SM11 104/094],25000,83000,58000,https://pokeca-chart.com/sm11-104-094
56,エリカのモンジャラ [MC 743/742],17333,65800,48467,https://pokeca-chart.com/mc-743-742
19,ミュウツーV [s10b 074/071],17000,64997,47997,https://pokeca-chart.com/s10b-074-071
87,バンギラスV [S5I 077/070],34999,80480,45481,https://pokeca-chart.com/s5i-077-070
34,おじょうさま [SM6 100/094],15555,58888,43333,https://pokeca-chart.com/sm6-100-094
18,ブラッキーV [S6a 085/069],57000,100000,43000,https://pokeca-chart.com/s6a-085-069
46,ブラッキー☆ [s8a-p 012/025],34722,72480,37758,https://pokeca-chart.com/s8a-p-012-025
47,ミュウex [SV2a 208/165],12250,48500,36250,https://pokeca-chart.com/sv2a-208-165
9,リザードンV [s9 103/100],44444,77000,32556,https://pokeca-chart.com/s9-103-100
44,リザードンVMAX [S4a 308/190],25900,55000,29100,https://pokeca-chart.com/s4a-308-190
85,ミュウツーVSTAR [s10b 091/071],7888,35999,28111,https://pokeca-chart.com/s10b-091-071
64,エリカの招待 [SV2a 206/165],8488,32975,24487,https://pokeca-chart.com/sv2a-206-165
81,カヒリ [SM7a 065/060],5555,29750,24195,https://pokeca-chart.com/sm7a-065-060
12,ダークライVSTAR [S12a 228/172],7426,29296,21870,https://pokeca-chart.com/s12a-228-172
16,ゼラオラV [S6K 074/070],12777,34000,21223,https://pokeca-chart.com/s6k-074-070
75,ボタン [SV4a 354/190],2992,20499,17507,https://pokeca-chart.com/sv4a-354-190
88,マリィ [S4a 198/190],13500,31000,17500,https://pokeca-chart.com/s4a-198-190
65,ロケット団のサカキ [sv10 129/098],3000,20000,17000,https://pokeca-chart.com/sv10-129-098
20,ミミッキュ [SM11b 058/049],6900,23500,16600,https://pokeca-chart.com/sm11b-058-049
67,サザレ [SV5a 092/066],10500,26900,16400,https://pokeca-chart.com/sv5a-092-066
94,ニンフィア [070/SV-P],11000,27000,16000,https://pokeca-chart.com/070-sv-p
79,ミミッキュVMAX [S8b 234/184],7800,23135,15335,https://pokeca-chart.com/s8b-234-184
1,かがやくカメックス [s10b 018/071],1555,16566,15011,https://pokeca-chart.com/s10b-018-071
26,オリジンパルキアVSTAR [S12a 259/172],10156,24817,14661,https://pokeca-chart.com/s12a-259-172
15,サカキの追放 [SM10 105/095],1500,15300,13800,https://pokeca-chart.com/sm10-105-095
35,マツリカ [SM7b 056/050],4450,18000,13550,https://pokeca-chart.com/sm7b-056-050
52,かがやくフシギバナ [s10b 004/071],1700,15000,13300,https://pokeca-chart.com/s10b-004-071
14,バオッキーVSTAR [S12a 214/172],3592,16298,12706,https://pokeca-chart.com/s12a-214-172
93,ライコウV [S12a 218/172],3111,15800,12689,https://pokeca-chart.com/s12a-218-172
80,シロナの覇気 [S12a 239/172],4000,16500,12500,https://pokeca-chart.com/s12a-239-172
59,シルヴァディGX [SM11b 065/049],2555,14733,12178,https://pokeca-chart.com/sm11b-065-049
92,リーフィアex [sv8a 200/187],8750,20722,11972,https://pokeca-chart.com/sv8a-200-187
89,サンダースex [sv8a 209/187],6500,18113,11613,https://pokeca-chart.com/sv8a-209-187
10,リーフィア(マスターボールミラー) [sv8a 002/187],3200,14500,11300,https://pokeca-chart.com/sv8a-002-187
83,ポケモンごっこ [s4a 197/190],2222,13499,11277,https://pokeca-chart.com/s4a-197-190
25,ガラル ファイヤーV [S8b 242/184],1550,10900,9350,https://pokeca-chart.com/s8b-242-184
6,ポピー [SV3 131/108],666,10000,9334,https://pokeca-chart.com/sv3-131-108
39,マスカーニャex [SV1a 096/073],8777,17950,9173,https://pokeca-chart.com/sv1a-096-073
55,テールナー [s11a 069/068],1000,9100,8100,https://pokeca-chart.com/s11a-069-068
4,リーリエのアブリボン [sv9 105/100],1300,8998,7698,https://pokeca-chart.com/sv9-105-100
43,キュレムex [sv11B 168/086],4099,11500,7401,https://pokeca-chart.com/sv11b-168-086
27,サザンドラex [sv11W 171/086],5000,12400,7400,https://pokeca-chart.com/sv11w-171-086
37,テツノイサハex [SV5M 093/071],2111,9190,7079,https://pokeca-chart.com/sv5m-093-071
32,ディンルーex [SV2D 094/071],960,8000,7040,https://pokeca-chart.com/sv2d-094-071
7,シロナのミカルゲ [M2a 208/193],500,7367,6867,https://pokeca-chart.com/m2a-208-193
40,テツノカシラex [SV5M 094/071],2900,9700,6800,https://pokeca-chart.com/sv5m-094-071
91,スグリ [sv8a 230/187],1000,7700,6700,https://pokeca-chart.com/sv8a-230-187
72,メガガルーラex [M1S 089/063],4000,10500,6500,https://pokeca-chart.com/m1s-089-063
30,カミツオロチex [sv7 127/102],2600,8980,6380,https://pokeca-chart.com/sv7-127-102
53,ブリムオンVMAX [S12a 224/172],699,7000,6301,https://pokeca-chart.com/s12a-224-172
58,ノボリとクダリ [SM8b 155/150],4444,10283,5839,https://pokeca-chart.com/sm8b-155-150
78,オーガポンかまどのめんex [SV6 126/101],800,4900,4100,https://pokeca-chart.com/sv6-126-101
2,パルデアの学生 [SV4a 345/190],500,1980,1480,https://pokeca-chart.com/sv4a-345-190
