rank,name,mint_price,psa10_price,diff,url
7,ピカチュウ [175/XY-P],170100,620000,449900,https://pokeca-chart.com/175-xy-p
82,ダークライ [CP5 024/036],16000,135000,119000,https://pokeca-chart.com/cp5-024-036
27,メガサーナイトex [M1S 092/063],66666,152000,85334,https://pokeca-chart.com/m1s-092-063
1,レッドのピカチュウ [270/SM-P],122999,204750,81751,https://pokeca-chart.com/270-sm-p
60,ミュウ [S8a 030/028],33333,110400,77067,https://pokeca-chart.com/s8a-030-028
38,グレイシアVMAX [S6a 091/069],92500,166500,74000,https://pokeca-chart.com/s6a-091-069
33,カイリューV [S7R 074/067],64999,116000,51001,https://pokeca-chart.com/s7r-074-067
2,ムサシとコジロウ [SM10b 062/054],28000,77980,49980,https://pokeca-chart.com/sm10b-062-054
72,メガオーダイルex [MC 763/742],34000,82000,48000,https://pokeca-chart.com/mc-763-742
36,レシラム&ゼクロムGX [SM11b 064/049],34000,80960,46960,https://pokeca-chart.com/sm11b-064-049
75,エーフィVMAX [189/S-P],49500,89500,40000,https://pokeca-chart.com/189-s-p
58,レシラムex [sv11W 174/086],79444,115997,36553,https://pokeca-chart.com/sv11w-174-086
63,おじょうさま [SM6 100/094],18000,53950,35950,https://pokeca-chart.com/sm6-100-094
15,ロケット団のミュウツーex [M2a 237/193],28888,60842,31954,https://pokeca-chart.com/m2a-237-193
91,ミモザ [SV1V 105/078],12800,42776,29976,https://pokeca-chart.com/sv1v-105-078
84,ニンフィアV [S6a 083/069],22999,50900,27901,https://pokeca-chart.com/s6a-083-069
74,リザードンVMAX [S4a 308/190],26750,54625,27875,https://pokeca-chart.com/s4a-308-190
86,ブラッキーVMAX [S8b 245/184],13000,38500,25500,https://pokeca-chart.com/s8b-245-184
4,マリィ [140/S-P],10500,35000,24500,https://pokeca-chart.com/140-s-p
89,レッドの挑戦 [SM10 107/095],5499,27700,22201,https://pokeca-chart.com/sm10-107-095
8,マツバの確信 [SV5K 097/071],6500,26700,20200,https://pokeca-chart.com/sv5k-097-071
9,イーブイ(マスターボールミラー) [sv8a 125/187],3222,23300,20078,https://pokeca-chart.com/sv8a-125-187
17,アルセウスV [S9 112/100],7999,27200,19201,https://pokeca-chart.com/s9-112-100
23,メガリザードンXex [M2a 223/193],9733,28821,19088,https://pokeca-chart.com/m2a-223-193
99,ダークライVSTAR [S12a 228/172],7299,26333,19034,https://pokeca-chart.com/s12a-228-172
70,グレイシアV [S6a 077/069],17000,36000,19000,https://pokeca-chart.com/s6a-077-069
31,ポッチャマ [SM11b 052/049],8826,27733,18907,https://pokeca-chart.com/sm11b-052-049
43,サザレ [SV5a 092/066],8900,26999,18099,https://pokeca-chart.com/sv5a-092-066
52,ミミッキュ [SM11b 058/049],7000,24500,17500,https://pokeca-chart.com/sm11b-058-049
28,アカネ [SM8 101/095],10000,27000,17000,https://pokeca-chart.com/sm8-101-095
12,ロケット団のファイヤーex [sv10 124/098],18250,35152,16902,https://pokeca-chart.com/sv10-124-098
19,ゼクロムex [sv11B 169/086],29599,46031,16432,https://pokeca-chart.com/sv11b-169-086
93,タロ [sv7 131/102],4940,21160,16220,https://pokeca-chart.com/sv7-131-102
48,ブースター [065/SV-P],9600,25500,15900,https://pokeca-chart.com/065-sv-p
65,ミライドンex [SV1V 106/078],1880,17499,15619,https://pokeca-chart.com/sv1v-106-078
10,かがやくカメックス [s10b 018/071],1575,16500,14925,https://pokeca-chart.com/s10b-018-071
68,ルチアのアピール [SV7a 091/064],24677,39000,14323,https://pokeca-chart.com/sv7a-091-064
76,リーリエのピッピ人形 [SM11b 074/049],4430,18000,13570,https://pokeca-chart.com/sm11b-074-049
42,ニンフィアex [sv8a 212/187],22222,35668,13446,https://pokeca-chart.com/sv8a-212-187
79,シロナのガブリアスex [sv9a 091/063],5999,19400,13401,https://pokeca-chart.com/sv9a-091-063
21,かがやくフシギバナ [s10b 004/071],1500,14800,13300,https://pokeca-chart.com/s10b-004-071
45,イーブイ [SV5a 078/066],4444,16767,12323,https://pokeca-chart.com/sv5a-078-066
50,シルヴァディGX [SM11b 065/049],2888,14733,11845,https://pokeca-chart.com/sm11b-065-049
88,メガラティアスex [M1S 088/063],4700,14466,9766,https://pokeca-chart.com/m1s-088-063
26,ポケモンごっこ [s4a 197/190],2200,11400,9200,https://pokeca-chart.com/s4a-197-190
44,ヒスイダイケンキV [S12a 229/172],888,8200,7312,https://pokeca-chart.com/s12a-229-172
77,ウルトラ調査隊 [SM5+ 055/050],3666,9900,6234,https://pokeca-chart.com/sm5plus-055-050
40,バウッツェルex [sv7 129/102],2999,8500,5501,https://pokeca-chart.com/sv7-129-102
6,ギラティナVSTAR [S12a 261/172],33000,36500,3500,https://pokeca-chart.com/s12a-261-172
24,パルデアの学生 [SV4a 346/190],480,2500,2020,https://pokeca-chart.com/sv4a-346-190
56,グズマ [SM8b 152/150],4500,4700,200,https://pokeca-chart.com/sm8b-152-150
