item_id,title,price,currency,sold_date,condition,url
306905486054,1998 POKEMON JAPANESE PROMO FAMILY EVENT TROPHY CARD #115 KANGASKHAN-HOLO PSA 9,130000.0,USD,2026-04-27,New (Other),https://www.ebay.com/itm/306905486054
