rank,name,mint_price,psa10_price,diff,url
8,ゲンガー&ミミッキュGX [SM9 103/095],216600,538000,321400,https://pokeca-chart.com/sm9-103-095
5,ピカチュウ&ゼクロムGX [SM9 101/095],411111,640000,228889,https://pokeca-chart.com/sm9-101-095
19,ゲンガーVMAX [SGG 020/019],207750,398000,190250,https://pokeca-chart.com/sgg-020-019
48,ピカチュウV [s8a-G 001/015],110000,293875,183875,https://pokeca-chart.com/s8a-g-001-015
22,ピカチュウ [001/S-P],61100,210000,148900,https://pokeca-chart.com/001-s-p
9,ブラッキーGX [SM8b 229/150],79799,199999,120200,https://pokeca-chart.com/sm8b-229-150
30,ルギアV [s12 110/098],138400,226500,88100,https://pokeca-chart.com/s12-110-098
93,ロケット団のミュウツーex [sv10 125/098],71555,133750,62195,https://pokeca-chart.com/sv10-125-098
71,ピカチュウ [SV4a 236/190],8882,70000,61118,https://pokeca-chart.com/sv4a-236-190
61,バンギラスV [S5I 077/070],31666,85000,53334,https://pokeca-chart.com/s5i-077-070
35,ゼイユ [SV6 130/101],17249,70000,52751,https://pokeca-chart.com/sv6-130-101
68,ヒロシマのピカチュウ [261/SV-P],32000,82741,50741,https://pokeca-chart.com/261-sv-p
100,メガオーダイルex [MC 763/742],40000,90000,50000,https://pokeca-chart.com/mc-763-742
82,ロケット団のミュウツーex [M2a 237/193],24994,68000,43006,https://pokeca-chart.com/m2a-237-193
17,レシラム&ゼクロムGX [SM11b 064/049],30750,62000,31250,https://pokeca-chart.com/sm11b-064-049
10,リザードンVSTAR [S12a 212/172],15000,46150,31150,https://pokeca-chart.com/s12a-212-172
94,エリカのおもてなし [SM9 107/095],15499,45000,29501,https://pokeca-chart.com/sm9-107-095
41,マツバの確信 [SV5K 097/071],5800,29800,24000,https://pokeca-chart.com/sv5k-097-071
67,インテレオンVMAX [SGI 023/022],7000,29900,22900,https://pokeca-chart.com/sgi-023-022
69,メイのはげまし [M3 107/080],2555,25000,22445,https://pokeca-chart.com/m3-107-080
